#Ver.2025.03.13
#com3d2plg
bg-en.arc,bg English version
csv_free001.arc,恵方巻
csv_free003.arc,雛人形セット
csv_free004.arc,ホワイトデーのクッキーセット
csv_gp001.arc,カスタムオーダーメイド3D2専用プラグイン GP01
csv_gp001fb.arc,カスタムオーダーメイド3D2専用プラグイン GP01 Feedback
csv_gp001fbp1.arc,カスタムオーダーメイド3D2 ダンスムービー speed up mind
csv_gp002.arc,カスタムオーダーメイド3D2専用プラグイン GP02
csv_gp002anesan.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.お姉ちゃん
csv_gp002curtness.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.無愛想
csv_gp002devilish.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.小悪魔
csv_gp002genki.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.ボクっ娘
csv_gp002ladylike.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.おしとやか
csv_gp002p1.arc,カスタムオーダーメイド3D2専用プラグイン GP02 第1弾
csv_gp002p2.arc,カスタムオーダーメイド3D2専用プラグイン GP02 第2弾
csv_gp002p3.arc,カスタムオーダーメイド3D2専用プラグイン GP02 第3弾
csv_gp002p4.arc,カスタムオーダーメイド3D2専用プラグイン GP02 第4弾
csv_gp002p5.arc,カスタムオーダーメイド3D2専用プラグイン GP02 第5弾
csv_gp002sadist.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.ドS
csv_gp002secretary.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.メイド秘書
csv_gp002silent.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.文学少女
csv_gp002sister.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.妹
csv_gp002wedd.arc,カスタムオーダーメイド3D2専用プラグイン GP02 第6弾
csv_gp002yandere.arc,カスタムオーダーメイド3D2 +GP-02対応パックFeat.ヤンデレ
csv_gp003d.arc,CUSTOM OREDER MAID 3D2&2.5＋ GP-03
csv_halloween2021.arc,カスタムオーダーメイドコスチュームセット ハロウィンパーティSP
csv_karaoke.arc,クリスマスカラオケSP
csv_karaoke001.arc,カラオケパックVR VOL.1
csv_karaoke002.arc,カラオケパックVR VOL.2
csv_karaoke003.arc,カスタムオーダーメイド3D2カラオケパックVR VOL.1
csv_karaoke004.arc,カスタムオーダーメイド3D2カラオケパックVR VOL.2
csv_karaoke004yandere.arc,カラオケパック　ヤンデレカラオケSP
csv_karaoke005.arc,カスタムオーダーメイド3D2カラオケパックVR VOL.3
csv_karaoke006.arc,カスタムオーダーメイド3D2カラオケパックVR VOL.4
csv_karaoke007.arc,カスタムオーダーメイド3D2 カラオケWデートパック
csv_karaoke007_add.arc,カスタムオーダーメイド3D2 カラオケWデートパック　Ver.お嬢様 幼馴染
csv_karaoke008.arc,カスタムオーダーメイド3D2 カラオケ＆カラオケ夜伽パック
csv_karaoke008_add.arc,カスタムオーダーメイド3D2 カラオケ＆カラオケ夜伽パック　Ver.ボクっ娘、ドＳ
csv_karaoke009.arc,クリスマスカラオケSP
csv_karaoke010khg.arc,NEKO WORKs・ネコぱら・コラボコスチューム＆コラボカラオケダンスセット
csv_karaoke010ss.arc,NEKO WORKs・ネコぱら・SWEET×SWEET
csv_karaoke011.arc,カラオケパック カラオケパーティSP Ver.文学少女、小悪魔、おしとやか、メイド秘書、妹、無愛想
csv_karaoke011add_ver19.arc,カラオケパック カラオケパーティSP Ver.無垢、真面目、凜デレ、ツンデレ、クーデレ、純真、ボクっ娘、ドS
csv_karaoke012dgp.arc,カラオケパック カラオケパーティSP DAN!GAN!パーティー!! Ver.お嬢様、幼馴染、気さく、淑女、お姉ちゃん
csv_karaoke012khg.arc,カラオケパック カラオケパーティSP 改革的ハートグラフィー Ver.お嬢様、幼馴染、気さく、淑女、お姉ちゃん
csv_karaoke012khg_add.arc,カスタムオーダーメイド3D2 バレンタインカラオケパック　改革的ハートグラフィー Ver.文学少女、小悪魔、おしとやか、メイド秘書、妹、無愛想
csv_karaoke012khg_add2ver19.arc,カラオケパック　改革的ハートグラフィー【楽曲追加版】Ver.無垢、真面目、凜デレ、純真、ツンデレ、クーデレ、ヤンデレ、ドＳ（『お嬢様～お姉ちゃん』購入者向け）
csv_karaoke012khg_addver11.arc,カラオケパック カラオケパーティSP 改革的ハートグラフィー Ver.お嬢様、幼馴染、気さく、淑女、お姉ちゃん （改革的ハートグラフィー　カラオケダンス購入者向け）
csv_karaoke013.arc,カスタムオーダーメイド3D2 エンパイアカラオケ歌合戦SP
csv_karaoke014.arc,カスタムオーダーメイド3D2 メイドカラオケパック Special DIVA Edition
csv_karaoke015.arc,カラオケパーティSP『sweet sweet everyday』
csv_karaoke016.arc,メイドカラオケパック Special DIVA Edition Vol.02
csv_karaoke_valentine2023.arc,カラオケパック　改革的ハートグラフィー【楽曲追加版】Ver.無垢、真面目、凜デレ、純真、ツンデレ、クーデレ、ヤンデレ、ドＳ（『文学少女～無愛想』購入者向け）
csv_kashizuki001.arc,カスタムオーダーメイド3D2 傅きモード強化パック
csv_kissevent2018.arc,KISSイベント2018Marchアイテムセット
csv_kissevent2018_pamphlet.arc,KISSイベント2018Marchアイテムセット
csv_kissnohi001.arc,キスの日プラグイン
csv_magazine003.arc,オフィシャルファンブック3
csv_maidnohi001.arc,メイドの日プラグイン
csv_maidtaisou.arc,メイド体操第一　ダンス
csv_nekoparataiyo.arc,カスタムオーダーメイド3D2専用プラグイン ネコぱらコラボ タイヨウパラダイス
csv_nightpool001.arc,カスタムオーダーメイド3D2 ナイトプールSP
csv_nightpool001_add.arc,カスタムオーダーメイド3D2 ナイトプールSP Extreme
csv_nightpool001_add2.arc,カスタムオーダーメイド3D2 ナイトプールSPVer.購入者向け
csv_nightpool001_add2_npc1unlock.arc,カスタムオーダーメイド3D2 ナイトプールSPVer.購入者向け
csv_nightpool001_add2_npc2unlock.arc,カスタムオーダーメイド3D2 ナイトプールSPVer.購入者向け
csv_nightpool001_add_npc1unlock.arc,カスタムオーダーメイド3D2 ナイトプールSP 文学少女、おしとやか、メイド秘書、妹、無愛 想、お嬢様、幼馴染
csv_nmfeng.arc,カスタムオーダーメイド3D2専用プラグイン 海外版配信記念ダンス Night Magic Fire (English ver.)
csv_npc001.arc,NPCイベントパック『春日あゆむ』『ノーマル＆ハイポリボディ版』Ver.メイド秘書、ボクっ娘、ドＳ
csv_npc001_add.arc,NPCイベントパック『春日あゆむ』『ノーマル＆ハイポリボディ版』Ver.メイド秘書、ボクっ娘、ドＳ
csv_old.arc,カスタムオーダーメイド3D2互換アップデートパッチ（純真 ツンデレ クーデレ）
csv_oldplus001.arc,カスタムオーダーメイド3D2 警戒&恋人+状態＆Hイベント追加パック feat.純真
csv_oldplus002.arc,カスタムオーダーメイド3D2 警戒&恋人+状態＆Hイベント追加パック feat.ツンデレ
csv_oldplus003.arc,カスタムオーダーメイド3D2 警戒&恋人+状態＆Hイベント追加パック feat.クーデレ
csv_oldplus004.arc,カスタムオーダーメイド3D2 夜伽＆警戒&恋人+状態＆Hイベント追加パック feat.ヤンデレ
csv_oldplus005.arc,カスタムオーダーメイド3D2 警戒&恋人+状態＆Hイベントパック feat.お姉ちゃん
csv_oldplus006.arc,カスタムオーダーメイド3D2 夜伽＆警戒&恋人+状態＆Hイベント追加パック feat.ボクっ娘
csv_oldplus007.arc,カスタムオーダーメイド3D2 夜伽＆警戒&恋人+状態＆Hイベント追加パック feat.ドＳ
csv_oldplus_anesan.arc,夜伽&カラオケ付きお姉ちゃんらぶらぶ同棲パック
csv_oldplus_cool.arc,カスタムオーダーメイド3D2 夜伽＆カラオケ付きクーデレらぶらぶ同棲パック
csv_oldplus_genki.arc,夜伽＆カラオケ付きボクっ娘らぶらぶ同棲パック
csv_oldplus_pride.arc,カスタムオーダーメイド3D2 夜伽＆カラオケ付きツンデレらぶらぶ同棲パック
csv_oldplus_pure.arc,カスタムオーダーメイド3D2 夜伽＆カラオケ付き純真らぶらぶ同棲パック
csv_oldplus_sadist.arc,夜伽＆カラオケ付きドSらぶらぶ同棲パック『ノーマル＆ハイポリボディ版』withフォルテメイド服
csv_oldplus_yandere.arc,夜伽＆カラオケ付きヤンデレらぶらぶ同棲パック
csv_omytgc001.arc,夜伽クラス Vol.19 変態辱めセックスメイド&ソープご奉仕セックスメイド
csv_omytgc001_old.arc,夜伽クラス Vol.19 変態辱めセックスメイド&ソープご奉仕セックスメイド CM3D2性格対応
csv_omytgc002.arc,夜伽クラス Vol.20 アブノーマル卑猥セックスメイド&癒しラブラブ奉仕メイド
csv_omytgc002_old.arc,夜伽クラス Vol.20 アブノーマル卑猥セックスメイド&癒しラブラブ奉仕メイド CM3D2性格対応
csv_omytgc003.arc,夜伽クラス Vol.21 らぶらぶメイド&欲情メイド
csv_omytgc003_old.arc,夜伽クラス Vol.21 らぶらぶメイド&欲情メイド CM3D2性格対応
csv_omytgc003plus.arc,夜伽クラス Vol.21『らぶらぶメイド&欲情メイド』Ver.COM3D2追加ヒロインタイプ対応版
csv_omytgc003plus_add.arc,夜伽クラス Vol.21 らぶらぶメイド&欲情メイド Ver.文学少女、小悪魔、おしとやか、メイド秘書
csv_omytgc004.arc,夜伽クラス Vol.22 拘束変態責めメイド&ハードセックスメイド
csv_omytgc004_add.arc,夜伽クラス Vol.22 『拘束変態責めメイド&ハードセックスメイド』Ver.小悪魔、幼馴染、ヤンデレ
csv_omytgc004_old.arc,夜伽クラス Vol.22 拘束変態責めメイド&ハードセックスメイド CM3D2性格対応
csv_omytgc004_old2.arc,夜伽クラス Vol.22 拘束変態責めメイド&ハードセックスメイド Ver.ヤンデレ
csv_omytgc005.arc,夜伽クラス Vol.23 服従セックスメイド&ハードスワップセックスメイド
csv_omytgc005_old.arc,夜伽クラス Vol.23 服従セックスメイド&ハードスワップセックスメイド CM3D2性格対応
csv_omytgc006.arc,夜伽クラス Vol.24 マスタープレイメイド&変態恥辱セックスメイド
csv_omytgc006_add.arc,夜伽クラス Vol.24 『マスタープレイメイド&変態恥じらいセックスメイド』Ver.妹、無愛想、お嬢様、幼馴染
csv_omytgc006_old.arc,夜伽クラス Vol.24 マスタープレイメイド&変態恥辱セックスメイド Ver.妹、無愛想、お嬢様、幼馴染
csv_omytgc007.arc,夜伽クラス Vol.25 甘やかしマザーメイド&ご奉仕マザーメイド
csv_omytgc007_add.arc,夜伽クラス Vol.25 『甘やかしマザーメイド&ご奉仕マザーメイド』Ver.ヤンデレ、お姉ちゃん、ボクっ娘、ドS
csv_omytgc007_old.arc,夜伽クラス Vol.25 甘やかしマザーメイド&ご奉仕マザーメイド CM3D2性格対応
csv_omytgc008.arc,夜伽クラス Vol.26 マニアックプレイメイド&ハード拘束プレイメイド
csv_omytgc008_old.arc,夜伽クラス Vol.26 マニアックプレイメイド&ハード拘束プレイメイド CM3D2性格対応
csv_omytgc009.arc,夜伽クラス Vol.27 ソフトSMメイド
csv_omytgc009_add.arc,クラス Vol.27 ソフトSMメイド Ver.おしとやか、メイド秘書、クーデレ対応版
csv_omytgc010.arc,夜伽クラス Vol.28 調教プレイメイド
csv_omytgc010_add.arc,クラス Vol.28 調教プレイメイド Ver.小悪魔、無愛想、ドS対応版
csv_omytgc011.arc,夜伽クラス Vol.29 ハードSMプレイメイド
csv_omytgc011_add.arc,クラス Vol.29 ハードSMプレイメイド Ver.ツンデレ、純真、ヤンデレ、お姉ちゃん、お嬢様対応版
csv_omytgc012.arc,夜伽クラス Vol.30 乱交プレイメイド
csv_omytgc012_add.arc,クラス Vol.30 乱交プレイメイド Ver.おしとやか、メイド秘書、クーデレ、幼馴染
csv_omytgc013.arc,夜伽クラス Vol.31 ラブ奉仕メイド
csv_omytgc013_add.arc,クラス Vol.31 ラブ奉仕メイド Ver.小悪魔、無愛想、ドＳ対応版
csv_omytgc014.arc,夜伽クラス Vol.32 マニアッククイーンメイド
csv_omytgc014_add.arc,クラス Vol.32 マニアッククイーンメイド Ver.お嬢様、ツンデレ、ヤンデレ、お姉ちゃん対応版
csv_omytgc015.arc,夜伽クラス Vol.33 逆転変態プレイメイド
csv_omytgc015_add.arc,クラス Vol.33 逆転変態プレイメイド Ver.文学少女、妹、純真、ボクっ娘
csv_omytgc016.arc,夜伽クラス Vol.34 『エクスタシーメイド』
csv_omytgc016_add.arc,夜伽クラス Vol.34 エクスタシーメイド Ver.文学少女、小悪魔、おしとやか、メイド秘書
csv_omytgc016_add2.arc,夜伽クラス Vol.34 エクスタシーメイド Ver.妹、無愛想、お嬢様、幼馴染
csv_omytgc017.arc,夜伽クラス Vol.35 『クライシスメイド』
csv_omytgc017_add.arc,夜伽クラス Vol.35 クライシスメイド Ver.文学少女、小悪魔、おしとやか、メイド秘書
csv_omytgc017_add2.arc,夜伽クラス Vol.35 クライシスメイド Ver.妹、無愛想、お嬢様、幼馴染
csv_omytgc018.arc,夜伽クラス Vol.36 『ラブバインドメイド』
csv_omytgc018_add.arc,夜伽クラス Vol.36 ラブバインドメイド Ver.文学少女、小悪魔、おしとやか、メイド秘書
csv_omytgc018_add2.arc,夜伽クラス Vol.36 ラブバインドメイド Ver.妹、無愛想、お嬢様、幼馴染
